9.8	20.79159722	0.212121212	0.004166667	-24.1
54.6	16.34416667	0.883495146	0.0375	-4.7
2627.6	2239.918733	0.920092443	0.666666667	-407.1
12.8	229.833316	0.089761571	0.004166667	-95.1
1382.4	11.67159722	1.057204038	0.433333333	648.9
6	163.6266667	0.064935065	0	-59.1
1389.6	371.2155556	1.034544372	1	-70.8
8.2	1.005399306	0.436170213	0.004166667	-2.9
6.2	793.8275	0.043356643	0	28.7
34	98.67993056	0.295138889	0.033333333	-48
17	0.129149306	1.011904762	0.020833333	-0.6
5.8	44.50276042	0.094155844	0.004166667	-47.3
8.8	0.083333333	1	0.008333333	-0.2
5.6	0.074722222	0.875	0	-0.3
5.6	449198.4086	0.001004196	0	4342
7.4	0.045815972	0.973684211	0.004166667	-1.1
27.6	3.970555556	0.711340206	0.025	-13.6
13.2	1.149149306	0.584070796	0.008333333	-2.5
21.8	25.92666667	0.393501805	0.016666667	-43
14.4	3.315260417	0.393442623	0.008333333	-10.5
16	239.1330556	0.24691358	0	1.2
28	28.124375	0.445859873	0.020833333	-46
326.2	8176.314844	0.218457005	0.1625	-603.3
24.8	12.71526042	0.527659574	0.020833333	-17.4
75	0.357708333	1.213592233	0.029166667	-1.1
5.6	0.045399306	1.217391304	0	-0.2
16.2	0.149930556	0.975903614	0.008333333	1
21.2	2.738888889	0.726027397	0.033333333	-5.2
13.6	1493.103056	0.069672131	0.008333333	36.4
32.4	0.569166667	1.285714286	0.029166667	-6
8241.4	84.25123264	1.016101987	0.995833333	105.2
14.2	0.204930556	0.731958763	0.008333333	1.8
6	0.033263889	1.071428571	0	-0.3
6	1284.208056	0.017584994	0.008333333	-302.4
28.8	3.433263889	0.637168142	0.033333333	-6.4
24.8	0.148333333	1.24	0.008333333	-1.3
10137.2	300041.0541	0.748939817	0.433333333	1705.6
7.2	0.241597222	0.382978723	0	-2.4
77	461.7555556	0.407407407	0.0375	-151.4
6381	1477.809983	0.985939431	1	-184
14.2	22.93916667	0.349753695	0.008333333	-20.4
27.6	29.34972222	0.456953642	0.025	-35.9
7.8	99.17326389	0.111747851	0	-44.3
6	0.045677083	1.111111111	0	-2.7
6.2	5.041388889	0.210884354	0.004166667	-14.3
39.4	0.343315972	0.887387387	0	1.4
13.2	77990.48826	0.007466063	0.008333333	1741.9
13	1.094722222	0.698924731	0.0125	-1.6
7.6	0.13359375	0.716981132	0	-0.4
13.2	0.08359375	1.294117647	0.004166667	0.8
5.8	9849.981233	0.00915404	0	460.6
10.8	0.13609375	0.857142857	0	0.2
15.4	0.065815972	1.283333333	0.0125	-0.3
82.6	25.37276042	0.826	0.091666667	-35.3
4808.2	40500.71326	0.747659773	1	23.5
5.6	0.133177083	0.509090909	0	0.4
10	5.216649306	0.41322314	0.004166667	-8.7
6.8	302.209566	0.095238095	0	26.8
9.4	392.8581771	0.059193955	0	-69
17.2	0.179010417	0.966292135	0.0375	-1.9
16.8	1029.544722	0.062874251	0.008333333	-201.8
15	0.329149306	0.986842105	0.0125	1.3
6	1324.329931	0.031779661	0	108
79.4	152536.8906	0.031737149	0.054166667	1503.6
37.8	1.608177083	0.875	0.041666667	-3.4
77.6	872.278316	0.412327311	0.029166667	45.6
46.6	0.184010417	1.28021978	0	0.4
8.4	33.274375	0.145833333	0.004166667	-35.1
33.8	37.46083333	0.45308311	0.033333333	-34.6
9.2	10.45748264	0.494623656	0.004166667	-10.4
38.2	9.119982639	0.582317073	0.041666667	-7.8
5.6	10.54289931	0.266666667	0	-12.7
6.4	0.054149306	1.032258065	0.004166667	-0.5
2610.2	78022.86234	0.399871316	0.4375	-3037.7
78	0.806232639	1.185410334	0.041666667	3.9
75.2	0.384722222	1.362318841	0	2.6
25.6	21.194375	0.481203008	0.0125	-7.9
1710.6	2671.348333	0.843740752	0.4	-618
12.8	38.74359375	0.236162362	0.0125	-33.5
3847.4	145.5081771	1.018908898	1	-65
9.8	0.112482639	1.020833333	0.004166667	0.8
