供应商ID,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024
S001,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625,0.9625
S002,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999,1.2874999999999999
S003,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334,59.49583333333334
S004,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333,2.970833333333333
S005,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664,27.241666666666664
S006,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925,1.925
S007,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334,27.983333333333334
S008,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666,0.39166666666666666
S009,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665,2.9791666666666665
S010,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
S011,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003,0.35000000000000003
S012,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334,1.2833333333333334
